case_id,case_name,narrative,tempo_l2_granule_file,tempo_l2_collection,tempo_l2_version,tempo_time_start_utc,tempo_time_end_utc,tempo_production_datetime_utc,tempo_source_path,clipped_raster_file,study_box_vector_file,crs_epsg,utm_zone,study_box_width_km,study_box_height_km,study_box_area_km2,clipped_raster_rows,clipped_raster_cols,clipped_raster_pixel_width_m,clipped_raster_pixel_height_m,clipped_raster_footprint_area_km2,center_lon_deg,center_lat_deg,tempo_l2_qa_pct_good_output,tempo_l2_qa_pct_suspect,tempo_l2_qa_pct_bad_output,urban_target_note,enhancement_product_note
case3,la_dense_urban,Dense urban enhancement NO2 mass per pixel,TEMPO_NO2_L2_V03_20250723T210939Z_S012G09.nc,TEMPO_NO2_L2,3,2025-07-23T21:09:39Z,2025-07-23T21:16:16Z,2025-07-24T01:45:22Z,C:\Users\aeaturu\Desktop\WORK April 2026\eaton-2\casestudy2\TEMPO_NO2_L2_V03_20250723T210939Z_S012G09.nc,massno2-city-clipped.tif,la-study-box.shp,32611,11N,9.655112486,9.654579079,93.216047013,3,3,3218.39277250840,3218.60362857658,72.511114590,-118.24368,34.05223,90.25972,4.4064589,5.3338203,"Downtown Los Angeles (Civic Center); ~34.05223 N -118.24368 W.","Same granule and preprocessing as Case 2 (matched meteorology). preprocess_tempo_walnut.py: QA<=0, eff_cloud<=0.3; dVCD = VCD - median(screened)."
