case_id,case_name,narrative,tempo_l2_granule_file,tempo_l2_collection,tempo_l2_version,tempo_time_start_utc,tempo_time_end_utc,tempo_production_datetime_utc,tempo_source_path,clipped_raster_file,study_box_vector_file,crs_epsg,utm_zone,study_box_width_km,study_box_height_km,study_box_area_km2,clipped_raster_rows,clipped_raster_cols,clipped_raster_pixel_width_m,clipped_raster_pixel_height_m,clipped_raster_footprint_area_km2,center_lon_deg,center_lat_deg,tempo_l2_qa_pct_good_output,tempo_l2_qa_pct_suspect,tempo_l2_qa_pct_bad_output,enhancement_product_note
case1,eaton_smoke_plume,Smoke / plume enhancement NO2 mass per pixel,TEMPO_NO2_L2_V03_20250109T184504Z_S008G09.nc,TEMPO_NO2_L2,3,2025-01-09T18:45:04Z,2025-01-09T18:51:41Z,2025-01-10T00:03:28Z,C:\Users\aeaturu\Desktop\WORK April 2026\eaton\data\tempo\TEMPO_NO2_L2_V03_20250109T184504Z_S008G09.nc,massno2-eaton-clipped.tif,eaton-study-box.shp,32611,11N,9.655112486,9.654579079,93.216047013,3,3,3218.37083333333,3218.19303333340,93.216047351,-118.629127778,34.044127778,76.747749,14.854559,8.3976917,"Derived mass per pixel (kg) after background subtraction; see METHODS_TEMPO.md."
