case_id,case_name,narrative,tempo_l2_granule_file,tempo_l2_collection,tempo_l2_version,tempo_time_start_utc,tempo_time_end_utc,tempo_production_datetime_utc,tempo_source_path,clipped_raster_file,study_box_vector_file,crs_epsg,utm_zone,study_box_width_km,study_box_height_km,study_box_area_km2,clipped_raster_rows,clipped_raster_cols,clipped_raster_pixel_width_m,clipped_raster_pixel_height_m,clipped_raster_footprint_area_km2,center_lon_deg,center_lat_deg,tempo_l2_qa_pct_good_output,tempo_l2_qa_pct_suspect,tempo_l2_qa_pct_bad_output,facility_name_or_note,enhancement_product_note
case2,walnut_creek_plant,Power plant enhancement NO2 mass per pixel,TBD.nc,TEMPO_NO2_L2,TBD,TBD,TBD,TBD,TBD,TBD,TBD,32611,11N,9.655112486,9.654579079,93.216047013,TBD,TBD,TBD,TBD,TBD,-117.9449,34.008709,TBD,TBD,TBD,"Walnut Creek Energy Park (see README)","Same pipeline as Case 1; fill when raster exists."
